id,name,overall_score,weight,thickness,height,width,volume,resolution,pixel_density,screen_size,gorilla_glass_version,refresh_rate,luminance,contrast_ratio,gpu_clock_speed,ram_speed,cpu_speed,cpu_threads,megapixels__main_camera,megapixels__front_camera,pixel_size__main_camera,video_recording__main_camera,wide_aperture__main_camera,number_of_microphones,battery_power,download_speed,waterproof_depth_rating,ingress_protection__ip__rating,battery_life,directx_version,ram,maximum_light_sensitivity,response_time,lowest_potential_operating_temperature,maximum_operating_temperature,emojis_available,usb_version,openvg_version,upload_speed,field_of_view,floating_point_performance,gpu_memory_speed,front_end_width,pixel_rate,bits_executed_at_a_time,warranty_period,opengl_version,exposure_time,maximum_memory_bandwidth,opencl_version,opengl_es_version,internal_storage,semiconductor_size,power_on_delay,number_of_flash_leds,bluetooth_version,maximum_amount_of_external_memory_supported,antutu_benchmark_score,memory_bandwidth,minimum_focal_length,vfp_version,optical_zoom,wide_aperture__front_camera,geekbench_result,continuous_shooting_at_high_resolution,charge_time,movie_bitrate,included_sd_card__memory_size,maximum_focal_length,more_languages_supported,body_sar__us,head_sar__us,head_sar__eu,shutter_lag
1833,Umidigi Super,46,185g,8.5mm,150.8mm,75mm,96.14cm³,1080 x 1920px,401ppi,"5.5""",3,,,,700MHz (MediaTek Helio P10),,4 x 2GHz & 4 x 1.2GHz (MediaTek Helio P10),,13MP,5MP,,1080 x 30fps,f/2.00,1,4000mAh,150MBits/s,,,48h,,4GB,1600 ISO,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Vivo X9s,46,154g,7mm,152.6mm,74mm,79.05cm³,1080 x 1920px,401ppi,"5.5""",,,,,,933MHz (Qualcomm Snapdragon 652),8 x 1.8GHz,,16MP,20MP & 5MP,,1080 x 30fps,,2,3320mAh,300MBits/s,,,,12 (Qualcomm Adreno 510),4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,ZTE Hawkeye,46,159g,7.9mm,154mm,76mm,92.46cm³,1080 x 1920px,401ppi,"5.5""",,,,,,933MHz (Qualcomm Snapdragon 625 MSM8953),8 x 2GHz (Qualcomm Snapdragon 625 MSM8953),8 (Qualcomm Snapdragon 625 MSM8953),13MP & 12MP,8MP,,1080 x 30fps,f/2.00,2,3000mAh,300MBits/s,,,,11.1 (Qualcomm Snapdragon 625 MSM8953),,,,,,,2,,50MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,ZTE Nubia N1,46,190g,8.9mm,150.9mm,75mm,100.73cm³,1080 x 1920px,403ppi,"5.5""",3,,,,700MHz (MediaTek Helio P10),,8 x 2GHz,,13MP,13MP,,1080 x 30fps,f/2.20,2,5000mAh,150MBits/s,,,25h,,3GB,,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Vodafone Smart V10,46,145g,8.2mm,151.3mm,69.9mm,86.72cm³,720 x 1560px,291ppi,"5.9""",,,,,,933MHz (Qualcomm Snapdragon 429),4 x 1.95GHz (Qualcomm Snapdragon 429),4 (Qualcomm Snapdragon 429),13MP & 5MP,8MP,,1080 x 30fps,,1,3400mAh,150MBits/s,,,,12 (Qualcomm Snapdragon 429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Lenovo Vibe X2 Dual SIM,46,120g,7.3mm,140.2mm,68.6mm,,1080 x 1920px,441ppi,"5""",,,,,,,8 x 2GHz,8 (MediaTek MT6595M),13MP,5MP,,1080 x 30fps,,2,2300mAh,,,,,,2GB,,,,,,,,,,,,2 (MediaTek MT6595M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Lenovo Vibe X2 Pro,46,140g,7mm,146.3mm,71mm,72.71cm³,1080 x 1920px,416ppi,"5.3""",,,,,500MHz (Qualcomm Snapdragon 615),800MHz (Qualcomm Snapdragon 615),8 x 1.5GHz,,13MP,5MP,,1080 x 30fps,,2,2410mAh,,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Lenovo Vibe X2,46,120g,7.3mm,140.2mm,68.6mm,,1080 x 1920px,441ppi,"5""",,,,,,,8 x 2GHz,8 (MediaTek MT6595M),13MP,5MP,,1080 x 30fps,,2,2300mAh,,,,,,2GB,,,,,,,,,,,,2 (MediaTek MT6595M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Leagoo S9,46,,,,,,1080 x 2160px,403ppi,"5.99""",,,,,1000MHz (MediaTek Helio P25),1600MHz (MediaTek Helio P25),4 x 2.6GHz & 4 x 1.6GHz (MediaTek Helio P25),8 (MediaTek Helio P25),13MP,8MP,,1080 x 30fps,,1,4000mAh,150MBits/s,,,25h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Doogee Mix Lite,46,180g,8.6mm,138mm,73.2mm,86.87cm³,720 x 1280px,282ppi,"5.2""",5,,,,600MHz (MediaTek MT6737),,4 x 1.3GHz (MediaTek MT6737),,13MP & 13MP,8MP,,720 x 30fps,f/2.2 & f/2.2,2,3080mAh,150MBits/s,,,,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Gionee M6 Plus,46,215g,8.2mm,160.5mm,80.6mm,106.08cm³,1080 x 1920px,367ppi,"6""",,,,,700MHz (MediaTek MT6755),,8 x 2GHz,,16MP,8MP,,1080 x 30fps,f/1.80,2,6020mAh,300MBits/s,,,,11 (ARM Mali T860 MP2),4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Gionee M6 Plus 64GB,46,215g,8.2mm,160.5mm,80.6mm,106.08cm³,1080 x 1920px,367ppi,"6""",,,,,700MHz (MediaTek MT6755),,8 x 2GHz,,16MP,8MP,,1080 x 30fps,f/1.80,2,6020mAh,300MBits/s,,,,11 (ARM Mali T860 MP2),4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Tecno Spark 3,46,150g,8.15mm,155.3mm,75.8mm,95.94cm³,720 x 1500px,268ppi,"6.2""",,,,,,1600MHz (MediaTek Helio A22),4 x 2GHz (MediaTek Helio A22),4 (MediaTek Helio A22),13MP & 2MP,8MP,,720 x 30fps,,2,3500mAh,150MBits/s,,,,,,,,,,,,,,,0.04 TFLOPS (MediaTek Helio A22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Samsung Galaxy S4 Mini Plus,46,107g,8.94mm,124.6mm,61.3mm,68.28cm³,540 x 960px,256ppi,"4.3""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),4 (Qualcomm Snapdragon 410 MSM8916),8MP,1.9MP,,1080 x 30fps,,2,1900mAh,150MBits/s,,,,9.3 (Qualcomm Snapdragon 410 MSM8916),1.5GB,,,,,,,3 (Qualcomm Snapdragon 410 MSM8916),,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,3 (Qualcomm Snapdragon 410 MSM8916),0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Oukitel U18,46,213.75g,10mm,150.5mm,73.2mm,110.17cm³,720 x 1512px,275ppi,"5.85""",,,,,,666MHz (MediaTek MT6750T),8 x 1.5GHz (MediaTek MT6750T),,16MP & 5MP,13MP,,1080 x 30fps,f/2.80,1,4000mAh,300MBits/s,,,12h,11.2 (MediaTek MT6750T),4GB,1600 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Vivo Xplay 5,46,167.8g,7.6mm,153.5mm,76.2mm,88.89cm³,1440 x 2560px,541ppi,"5.4""",,,,,,933MHz (Qualcomm Snapdragon 652),8 x 1.8GHz,,16MP,8MP,,2160 x 30fps,,2,3600mAh,300MBits/s,,,,,4GB,,,,,,,,,,,,,,128 (Qualcomm Snapdragon 652),,,,,,3 (Qualcomm Snapdragon 652),,,,,,,,,,,,,,,,,,,,,,,
1849,Archos Diamond,46,166g,8.6mm,158.7mm,74.1mm,101.13cm³,1800 x 2340px,403ppi,"6.39""",,,,,,,8 x 2.1GHz,,16MP & 5MP,8MP,1.12µm,1080 x 30fps,f/2.2 & f/1.8,2,3400mAh,,,,,,4GB,,,,,,,,,,,,,,,,,,,,,128GB,,,,,1000GB,,,,,,,,,,,,,,,,,
1850,Samsung Galaxy C7 Pro,46,172g,7mm,156.5mm,77.2mm,84.57cm³,1080 x 1920px,386ppi,"5.7""",,,,,,933MHz (Qualcomm Snapdragon 625),8 x 2GHz (Qualcomm Snapdragon 625),8 (Qualcomm Snapdragon 625),16MP,16MP,,1080 x 30fps,f/1.90,2,3300mAh,300MBits/s,,,,11.1 (Qualcomm Snapdragon 625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Alcatel 5,45,144g,8.4mm,152.3mm,71.1mm,90.96cm³,720 x 1440px,282ppi,"5.7""",,,,,350MHz (MediaTek MT6750),666MHz (MediaTek MT6750),4 x 1.5GHz & 4 x 1GHz (MediaTek MT6750),,12MP,13MP & 5MP,1.25µm,1080 x 30fps,f/2.20,2,3000mAh,150MBits/s,,,18h,11.2 (MediaTek MT6750),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Lenovo K6 Note (32GB / 3GB RAM),45,169g,8.4mm,151mm,76mm,96.4cm³,1080 x 1920px,401ppi,"5.5""",,,,,,800MHz (Qualcomm Snapdragon 430),8 x 1.5GHz,8 (Qualcomm Snapdragon 430),16MP,8MP,,1080 x 30fps,,2,4000mAh,150MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Oppo A7,45,168g,8.1mm,155.9mm,75.4mm,95.21cm³,720 x 1520px,271ppi,"6.2""",3,,,,,933MHz (Qualcomm Snapdragon 450),8 x 1.8GHz (Qualcomm Snapdragon 450),8 (Qualcomm Snapdragon 450),13MP & 2MP,16MP,,1080 x 30fps,f/2.4 & f/2.2,2,4230mAh,300MBits/s (Qualcomm Snapdragon 450),,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Wiko View2 Go,45,160g,8.5mm,153.6mm,73.1mm,95.44cm³,720 x 1512px,282ppi,"5.93""",,,,,,800MHz (Qualcomm Snapdragon 430),8 x 1.4GHz (Qualcomm Snapdragon 430),8 (Qualcomm Snapdragon 430),12MP,5MP,1.25µm,1080 x 30fps,,1,4000mAh,150MBits/s,,,33h,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,HTC Desire 10 Pro,45,165g,7.9mm,156.5mm,76mm,93.96cm³,1080 x 1920px,400ppi,"5.5""",,,,,700MHz (MediaTek Helio P10),,4 x 2GHz & 4 x 1.2GHz (MediaTek Helio P10),,20MP,13MP,,1080 x 30fps,f/2.20,2,3000mAh,300MBits/s,,,19h,,4GB,,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Meizu Blue Charm Metal,45,162g,8.2mm,150.7mm,75.3mm,93.05cm³,1080 x 1920px,403ppi,"5.5""",,,,,700MHz (MediaTek Helio X10),933MHz (MediaTek Helio X10),8 x 2GHz,8 (MediaTek Helio X10),13MP,5MP,,1080 x 30fps,f/2.20,2,3140mAh,150MBits/s,,,,,2GB,,,,,,,1.1 (MediaTek Helio X10),,,,,,,128 (MediaTek Helio X10),,3.2 (MediaTek Helio X10),,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Meizu Blue Charm Metal 16GB,45,162g,8.2mm,150.7mm,75.3mm,93.05cm³,1080 x 1920px,403ppi,"5.5""",,,,,700MHz (MediaTek Helio X10),933MHz (MediaTek Helio X10),8 x 2GHz,8 (MediaTek Helio X10),13MP,5MP,,1080 x 30fps,f/2.20,2,3140mAh,150MBits/s,,,,,2GB,,,,,,,1.1 (MediaTek Helio X10),,,,,,,128 (MediaTek Helio X10),,3.2 (MediaTek Helio X10),,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Lenovo K5 Note (2018),45,176g,8.5mm,158.3mm,76.7mm,103.2cm³,720 x 1440px,268ppi,"6""",,,,,,933MHz (Qualcomm Snapdragon 450),8 x 1.8GHz (Qualcomm Snapdragon 450),8 (Qualcomm Snapdragon 450),16MP & 2MP,8MP,,1080 x 30fps,f/2.4 & f/2,2,3760mAh,150MBits/s,,,19h,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Lenovo K5 Note (2018) 32GB,45,176g,8.5mm,158.3mm,76.7mm,103.2cm³,720 x 1440px,268ppi,"6""",,,,,,933MHz (Qualcomm Snapdragon 450),8 x 1.8GHz (Qualcomm Snapdragon 450),8 (Qualcomm Snapdragon 450),16MP & 2MP,8MP,,1080 x 30fps,f/2.4 & f/2,2,3760mAh,150MBits/s,,,19h,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,General Mobile GM5 Plus,45,160g,7.9mm,152mm,76.5mm,91.86cm³,1080 x 1920px,401ppi,"5.5""",4,,,,500MHz (Qualcomm Snapdragon 617),800MHz (Qualcomm Snapdragon 617),8 x 1.2GHz,8 (Qualcomm Snapdragon 617),13MP,13MP,1.12µm,1080 x 30fps,f/2.00,1,3100mAh,300MBits/s,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,ZTE Nubia Z11 mini,45,138g,8mm,141.4mm,70mm,79.18cm³,1080 x 1920px,441ppi,"5""",,,,,500MHz (Qualcomm Snapdragon 617),800MHz (Qualcomm Snapdragon 617),8 x 1.2GHz,8 (Qualcomm Snapdragon 617),16MP,8MP,1.12µm,1080 x 30fps,f/2.00,2,2800mAh,150MBits/s (Qualcomm Snapdragon 617),,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Oppo AX7,45,168g,8.1mm,155.9mm,75.4mm,95.21cm³,720 x 1520px,271ppi,"6.2""",,,,,,933MHz (Qualcomm Snapdragon 450),8 x 1.8GHz (Qualcomm Snapdragon 450),8 (Qualcomm Snapdragon 450),13MP & 2MP,16MP,,1080 x 30fps,f/2.4 & f/2.2,2,4230mAh,300MBits/s (Qualcomm Snapdragon 450),,,,,4GB,1600 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Amazon Fire Phone,45,160g,8.9mm,139mm,66.5mm,,,312ppi,"4.7""",,,,,550MHz (Qualcomm Snapdragon 800),933MHz (Qualcomm Snapdragon 800),4 x 2.2GHz,,13MP,,,,f/2.00,,2400mAh,150MBits/s,,,,,,,,,,,2,,,,0.15 TFLOPS (Qualcomm Snapdragon 800),,,3.6 GPixel/s (Qualcomm Snapdragon 800),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Amazon Fire Phone 32GB,45,160g,8.9mm,139mm,66.5mm,,,312ppi,"4.7""",,,,,550MHz (Qualcomm Snapdragon 800),933MHz (Qualcomm Snapdragon 800),4 x 2.2GHz,,13MP,,,,f/2.00,,2400mAh,150MBits/s,,,,,,,,,,,2,,,,0.15 TFLOPS (Qualcomm Snapdragon 800),,,3.6 GPixel/s (Qualcomm Snapdragon 800),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Coolpad Max,45,170g,7.6mm,152mm,75.5mm,87.22cm³,1080 x 1920px,401ppi,"5.5""",4,,,,500MHz (Qualcomm Snapdragon 617),800MHz (Qualcomm Snapdragon 617),8 x 1.5GHz,8 (Qualcomm Snapdragon 617),13MP,5MP,,1080 x 30fps,f/2.00,2,2800mAh,150MBits/s (Qualcomm Snapdragon 617),,,5h,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,LG Stylus 2 Plus,45,146g,7.4mm,155mm,79.6mm,91.3cm³,1090 x 1920px,386ppi,"5.7""",3,,,,,800MHz (Qualcomm Snapdragon 430),8 x 1.4GHz (Qualcomm Snapdragon 430),8 (Qualcomm Snapdragon 430),16MP,8MP,,1080 x 30fps,,2,3000mAh,150MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Coolpad Note 6,45,170g,8.6mm,153.7mm,76.4mm,,1080 x 1920px,401ppi,"5.5""",,,,,,800MHz (Qualcomm Snapdragon 435 MSM8940),8 x 1.4GHz (Qualcomm Snapdragon 435 MSM8940),8 (Qualcomm Snapdragon 435 MSM8940),13MP,8MP & 5MP,,1080 x 30fps,f/2.20,2,4070mAh,,,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Lenovo Vibe P1 Turbo,45,189g,9.9mm,152.9mm,75.6mm,114.44cm³,1080 x 1920px,401ppi,"5.5""",3,,,,500MHz (Qualcomm Snapdragon 615 MSM8939),800MHz (Qualcomm Snapdragon 615 MSM8939),4 x 1.5GHz,4 (Qualcomm Snapdragon 615 MSM8939),13MP,5MP,,1080 x 30fps,f/2.20,2,5000mAh,150MBits/s,,,44h,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 615 MSM8939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Hisense C20,45,152g,8.6mm,144mm,72.1mm,89.29cm³,720 x 1280px,294ppi,"5""",4,,,,500MHz (Qualcomm Snapdragon 415),667MHz (Qualcomm Snapdragon 415),8 x 1.4GHz (Qualcomm Snapdragon 415),8 (Qualcomm Snapdragon 415),13MP,5MP,,1080 x 30fps,f/2.00,2,3200mAh,150MBits/s,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Sony Xperia M4 Aqua,45,136g,7.3mm,140.5mm,72.6mm,,720 x 1280px,294ppi,"5""",,,,,500MHz (Qualcomm Snapdragon 615),800MHz (Qualcomm Snapdragon 615),8 x 1.8GHz,4 (Qualcomm Snapdragon 615),13MP,5MP,,1080 x 30fps,,2,2400mAh,,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Allview X4 Soul,45,167.5g,7.4mm,154.2mm,76.4mm,87.18cm³,1080 x 1920px,401ppi,"5.5""",3,,,,700MHz (MediaTek Helio P10),,4 x 2GHz & 4 x 1.2GHz (MediaTek Helio P10),,13MP & 5MP,5MP,1.12µm,1080 x 30fps,f/2.00,2,3000mAh,150MBits/s,,,14h,,4GB,,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Samsung Galaxy J8 (32GB / 3GB RAM),45,177g,8.2mm,159.2mm,75.7mm,98.82cm³,720 x 1480px,274ppi,"6""",,,,,,933MHz (Qualcomm Snapdragon 450),8 x 1.8GHz (Qualcomm Snapdragon 450),8 (Qualcomm Snapdragon 450),16MP & 5MP,16MP,,1080 x 30fps,f/1.9 & f/1.7,2,3500mAh,300MBits/s (Qualcomm Snapdragon 450),,,,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Samsung Galaxy J8,45,177g,8.2mm,159.2mm,75.7mm,98.82cm³,720 x 1480px,274ppi,"6""",,,,,,933MHz (Qualcomm Snapdragon 450),8 x 1.8GHz (Qualcomm Snapdragon 450),8 (Qualcomm Snapdragon 450),16MP & 5MP,16MP,,1080 x 30fps,f/1.9 & f/1.7,2,3500mAh,300MBits/s (Qualcomm Snapdragon 450),,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Lenovo K6 Note,45,169g,8.4mm,151mm,76mm,96.4cm³,1080 x 1920px,401ppi,"5.5""",,,,,,800MHz (Qualcomm Snapdragon 430),8 x 1.5GHz,8 (Qualcomm Snapdragon 430),16MP,8MP,,1080 x 30fps,,2,4000mAh,150MBits/s,,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Alcatel 5 (16GB / 2GB RAM),45,144g,8.4mm,152.3mm,71.1mm,,720 x 1440px,282ppi,"5.7""",,,,,350MHz (MediaTek MT6750),666MHz (MediaTek MT6750),4 x 1.5GHz & 4 x 1GHz (MediaTek MT6750),,12MP,13MP & 5MP,1.25µm,1080 x 30fps,f/2.20,2,3000mAh,150MBits/s,,,18h,11.2 (MediaTek MT6750),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Samsung Galaxy J7 Neo,45,170g,7.6mm,152.4mm,78.6mm,91.04cm³,720 x 1280px,267ppi,"5.5""",,,,,,1866MHz (Samsung Exynos 7870),8 x 1.6GHz (Samsung Exynos 7870),8 (Samsung Exynos 7870),13MP,5MP,,1080 x 30fps,f/1.90,1,3000mAh,150MBits/s,,,21h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Samsung Galaxy J7 Core,45,170g,7.6mm,152.4mm,78.6mm,91.04cm³,720 x 1280px,267ppi,"5.5""",,,,,,1866MHz (Samsung Exynos 7870),8 x 1.6GHz (Samsung Exynos 7870),8 (Samsung Exynos 7870),13MP,5MP,,1080 x 30fps,f/1.90,1,3000mAh,150MBits/s,,,21h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Samsung Galaxy J7 Nxt,45,170g,7.6mm,152.4mm,78.6mm,91.04cm³,720 x 1280px,267ppi,"5.5""",,,,,,1866MHz (Samsung Exynos 7870),8 x 1.6GHz (Samsung Exynos 7870),8 (Samsung Exynos 7870),13MP,5MP,,1080 x 30fps,f/1.90,1,3000mAh,150MBits/s,,,21h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Gionee M6 64GB,45,180g,8.2mm,152.3mm,75.3mm,94.04cm³,1080 x 1920px,401ppi,"5.5""",,,,,650MHz (MediaTek MT6755M),,8 x 1.8GHz (MediaTek MT6755M),,13MP,8MP,1.12µm,1080 x 30fps,f/2.00,2,5000mAh,300MBits/s,,,,11 (ARM Mali T860 MP2),4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Gionee M6,45,180g,8.2mm,152.3mm,75.3mm,94.04cm³,1080 x 1920px,401ppi,"5.5""",,,,,650MHz (MediaTek MT6755M),,8 x 1.8GHz (MediaTek MT6755M),,13MP,8MP,1.12µm,1080 x 30fps,f/2.00,2,5000mAh,300MBits/s,,,,11 (ARM Mali T860 MP2),4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Palm Phone,45,62.5g,7.4mm,96.6mm,50.6mm,,720 x 1280px,445ppi,"3.3""",3,,,,,800MHz (Qualcomm Snapdragon 435),8 x 1.4GHz (Qualcomm Snapdragon 435),8 (Qualcomm Snapdragon 435),12MP,8MP,,1080 x 30fps,,1,800mAh,,,,3.3h,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Oukitel K6000 Plus,45,207g,9.6mm,155mm,76.6mm,113.98cm³,1080 x 1920px,401ppi,"5.5""",,,,,,666MHz (MediaTek MT6750T),8 x 1.5GHz (MediaTek MT6750T),,16MP,8MP,1.02µm,720 x 30fps,f/2.00,2,6080mAh,300MBits/s,,,46h,11.2 (MediaTek MT6750T),4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Samsung Galaxy Xcover 4,45,172g,9.7mm,146.2mm,73.3mm,103.95cm³,729 x 1280px,294ppi,"5""",,,,,,,4 x 1.4GHz,4 (Samsung Exynos 7570),13MP,5MP,,1080 x 30fps,f/1.90,2,2800mAh,150MBits/s,,,,,2GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Huawei Honor 9N (64GB / 6GB RAM),45,152g,7.7mm,149.2mm,71.8mm,82.49cm³,1080 x 2280px,432ppi,"5.84""",,,,,900MHz (HiSilicon Kirin 659),,4 x 2.36GHz & 4 x 1.7GHz (HiSilicon Kirin 659),,13MP & 2MP,16MP,,1080 x 30fps,f/2.20,2,3000mAh,150MBits/s,,,21h,,6GB,,,,,,,,,,,,,,128 (HiSilicon Kirin 659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Huawei Honor 9N (32GB / 4GB RAM),45,152g,7.7mm,149.2mm,71.8mm,82.49cm³,1080 x 2280px,432ppi,"5.84""",,,,,900MHz (HiSilicon Kirin 659),,4 x 2.36GHz & 4 x 1.7GHz (HiSilicon Kirin 659),,13MP & 2MP,16MP,,1080 x 30fps,f/2.20,2,3000mAh,150MBits/s,,,21h,,4GB,,,,,,,,,,,,,,128 (HiSilicon Kirin 659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Huawei Honor 9N,45,152g,7.7mm,149.2mm,71.8mm,82.49cm³,1080 x 2280px,432ppi,"5.84""",,,,,900MHz (HiSilicon Kirin 659),,4 x 2.36GHz & 4 x 1.7GHz (HiSilicon Kirin 659),,13MP & 2MP,16MP,,1080 x 30fps,f/2.20,2,3000mAh,150MBits/s,,,21h,,4GB,,,,,,,,,,,,,,128 (HiSilicon Kirin 659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Alcatel Idol 5s,45,148.8g,7.4mm,148.6mm,70.9mm,77.96cm³,1080 x 1920px,424ppi,"5.2""",,,,,,933MHz (Qualcomm Snapdragon 625 MSM8953),8 x 2GHz (Qualcomm Snapdragon 625 MSM8953),8 (Qualcomm Snapdragon 625 MSM8953),12MP,8MP,1.25µm,1080 x 30fps,f/2.00,2,2620mAh,300MBits/s,,,20h,11.1 (Qualcomm Snapdragon 625 MSM8953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,HTC Desire 820s,45,155g,7.74mm,157.7mm,78.74mm,,720 x 1280px,267ppi,"5.5""",,,,,600MHz (ARM Mali T760),,8 x 1.7GHz (MediaTek MT6752),,13MP,8MP,,1080 x 30fps,,,2600mAh,,,,,11.1 (ARM Mali T760),,,,,,,,,,,0.81 TFLOPS (ARM Mali T760),,,,,,,,,,,,,,,,,,,28mm,,,,,,,,,,,,,,
1889,Asus Zenfone Max Plus (M1),45,160g,8.8mm,152.6mm,73mm,98.03cm³,1080 x 2160px,424ppi,"5.7""",,,,,,666MHz (MediaTek MT6750T),8 x 1.5GHz (MediaTek MT6750T),,16MP & 8MP,8MP,,1080 x 30fps,,1,4130mAh,150MBits/s,,,26h,11.2 (MediaTek MT6750T),3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
